ini,end,wsize,mid_win,id
18108751,18118751,10000,18113751,2416
18116251,18126251,10000,18121251,2417
18123751,18133751,10000,18128751,2418
18131251,18141251,10000,18136251,2419
18138751,18148751,10000,18143751,2420
18146251,18156251,10000,18151251,2421
18153751,18163751,10000,18158751,2422
18161251,18171251,10000,18166251,2423
18168751,18178751,10000,18173751,2424
18176251,18186251,10000,18181251,2425
18183751,18193751,10000,18188751,2426
18191251,18201251,10000,18196251,2427
18198751,18208751,10000,18203751,2428
18206251,18216251,10000,18211251,2429
18213751,18223751,10000,18218751,2430
18221251,18231251,10000,18226251,2431
18228751,18238751,10000,18233751,2432
18236251,18246251,10000,18241251,2433
18243751,18253751,10000,18248751,2434
18251251,18261251,10000,18256251,2435
18258751,18268751,10000,18263751,2436
18266251,18276251,10000,18271251,2437
18273751,18283751,10000,18278751,2438
18281251,18291251,10000,18286251,2439
18288751,18298751,10000,18293751,2440
18296251,18306251,10000,18301251,2441
18303751,18313751,10000,18308751,2442
18311251,18321251,10000,18316251,2443
18318751,18328751,10000,18323751,2444
18326251,18336251,10000,18331251,2445
18333751,18343751,10000,18338751,2446
18341251,18351251,10000,18346251,2447
18348751,18358751,10000,18353751,2448
18356251,18366251,10000,18361251,2449
18363751,18373751,10000,18368751,2450
18371251,18381251,10000,18376251,2451
18378751,18388751,10000,18383751,2452
18386251,18396251,10000,18391251,2453
18393751,18403751,10000,18398751,2454
18401251,18411251,10000,18406251,2455
18408751,18418751,10000,18413751,2456
18416251,18426251,10000,18421251,2457
18423751,18433751,10000,18428751,2458
18431251,18441251,10000,18436251,2459
18438751,18448751,10000,18443751,2460
18446251,18456251,10000,18451251,2461
18453751,18463751,10000,18458751,2462
18461251,18471251,10000,18466251,2463
18468751,18478751,10000,18473751,2464
18476251,18486251,10000,18481251,2465
18483751,18493751,10000,18488751,2466
18491251,18501251,10000,18496251,2467
18498751,18508751,10000,18503751,2468
18506251,18516251,10000,18511251,2469
18513751,18523751,10000,18518751,2470
18521251,18531251,10000,18526251,2471
18528751,18538751,10000,18533751,2472
18536251,18546251,10000,18541251,2473
18543751,18553751,10000,18548751,2474
18551251,18561251,10000,18556251,2475
18558751,18568751,10000,18563751,2476
18566251,18576251,10000,18571251,2477
18573751,18583751,10000,18578751,2478
18581251,18591251,10000,18586251,2479
18588751,18598751,10000,18593751,2480
18596251,18606251,10000,18601251,2481
18603751,18613751,10000,18608751,2482
18611251,18621251,10000,18616251,2483
18618751,18628751,10000,18623751,2484
18626251,18636251,10000,18631251,2485
18633751,18643751,10000,18638751,2486
18641251,18651251,10000,18646251,2487
18648751,18658751,10000,18653751,2488
18656251,18666251,10000,18661251,2489
18663751,18673751,10000,18668751,2490
18671251,18681251,10000,18676251,2491
18678751,18688751,10000,18683751,2492
18686251,18696251,10000,18691251,2493
18693751,18703751,10000,18698751,2494
18701251,18711251,10000,18706251,2495
18708751,18718751,10000,18713751,2496
18716251,18726251,10000,18721251,2497
18723751,18733751,10000,18728751,2498
18731251,18741251,10000,18736251,2499
18738751,18748751,10000,18743751,2500
18746251,18756251,10000,18751251,2501
18753751,18763751,10000,18758751,2502
18761251,18771251,10000,18766251,2503
18768751,18778751,10000,18773751,2504
18776251,18786251,10000,18781251,2505
18783751,18793751,10000,18788751,2506
18791251,18801251,10000,18796251,2507
18798751,18808751,10000,18803751,2508
18806251,18816251,10000,18811251,2509
18813751,18823751,10000,18818751,2510
18821251,18831251,10000,18826251,2511
18828751,18838751,10000,18833751,2512
18836251,18846251,10000,18841251,2513
18843751,18853751,10000,18848751,2514
18851251,18861251,10000,18856251,2515
18858751,18868751,10000,18863751,2516
18866251,18876251,10000,18871251,2517
18873751,18883751,10000,18878751,2518
18881251,18891251,10000,18886251,2519
18888751,18898751,10000,18893751,2520
18896251,18906251,10000,18901251,2521
18903751,18913751,10000,18908751,2522
18911251,18921251,10000,18916251,2523
18918751,18928751,10000,18923751,2524
18926251,18936251,10000,18931251,2525
18933751,18943751,10000,18938751,2526
18941251,18951251,10000,18946251,2527
18948751,18958751,10000,18953751,2528
18956251,18966251,10000,18961251,2529
18963751,18973751,10000,18968751,2530
18971251,18981251,10000,18976251,2531
18978751,18988751,10000,18983751,2532
18986251,18996251,10000,18991251,2533
18993751,19003751,10000,18998751,2534
19001251,19011251,10000,19006251,2535
19008751,19018751,10000,19013751,2536
19016251,19026251,10000,19021251,2537
19023751,19033751,10000,19028751,2538
19031251,19041251,10000,19036251,2539
19038751,19048751,10000,19043751,2540
19046251,19056251,10000,19051251,2541
19053751,19063751,10000,19058751,2542
19061251,19071251,10000,19066251,2543
19068751,19078751,10000,19073751,2544
19076251,19086251,10000,19081251,2545
19083751,19093751,10000,19088751,2546
19091251,19101251,10000,19096251,2547
19098751,19108751,10000,19103751,2548
19106251,19116251,10000,19111251,2549
19113751,19123751,10000,19118751,2550
19121251,19131251,10000,19126251,2551
19128751,19138751,10000,19133751,2552
19136251,19146251,10000,19141251,2553
19143751,19153751,10000,19148751,2554
19151251,19161251,10000,19156251,2555
19158751,19168751,10000,19163751,2556
19166251,19176251,10000,19171251,2557
19173751,19183751,10000,19178751,2558
19181251,19191251,10000,19186251,2559
19188751,19198751,10000,19193751,2560
19196251,19206251,10000,19201251,2561
19203751,19213751,10000,19208751,2562
19211251,19221251,10000,19216251,2563
19218751,19228751,10000,19223751,2564
19226251,19236251,10000,19231251,2565
19233751,19243751,10000,19238751,2566
19241251,19251251,10000,19246251,2567
19248751,19258751,10000,19253751,2568
19256251,19266251,10000,19261251,2569
19263751,19273751,10000,19268751,2570
19271251,19281251,10000,19276251,2571
19278751,19288751,10000,19283751,2572
19286251,19296251,10000,19291251,2573
19293751,19303751,10000,19298751,2574
19301251,19311251,10000,19306251,2575
19308751,19318751,10000,19313751,2576
19316251,19326251,10000,19321251,2577
19323751,19333751,10000,19328751,2578
19331251,19341251,10000,19336251,2579
19338751,19348751,10000,19343751,2580
19346251,19356251,10000,19351251,2581
19353751,19363751,10000,19358751,2582
19361251,19371251,10000,19366251,2583
19368751,19378751,10000,19373751,2584
19376251,19386251,10000,19381251,2585
19383751,19393751,10000,19388751,2586
19391251,19401251,10000,19396251,2587
19398751,19408751,10000,19403751,2588
19406251,19416251,10000,19411251,2589
19413751,19423751,10000,19418751,2590
19421251,19431251,10000,19426251,2591
19428751,19438751,10000,19433751,2592
19436251,19446251,10000,19441251,2593
19443751,19453751,10000,19448751,2594
19451251,19461251,10000,19456251,2595
19458751,19468751,10000,19463751,2596
19466251,19476251,10000,19471251,2597
19473751,19483751,10000,19478751,2598
19481251,19491251,10000,19486251,2599
19488751,19498751,10000,19493751,2600
19496251,19506251,10000,19501251,2601
19503751,19513751,10000,19508751,2602
19511251,19521251,10000,19516251,2603
19518751,19528751,10000,19523751,2604
19526251,19536251,10000,19531251,2605
19533751,19543751,10000,19538751,2606
19541251,19551251,10000,19546251,2607
19548751,19558751,10000,19553751,2608
19556251,19566251,10000,19561251,2609
19563751,19573751,10000,19568751,2610
19571251,19581251,10000,19576251,2611
19578751,19588751,10000,19583751,2612
19586251,19596251,10000,19591251,2613
19593751,19603751,10000,19598751,2614
19601251,19611251,10000,19606251,2615
19608751,19618751,10000,19613751,2616
19616251,19626251,10000,19621251,2617
19623751,19633751,10000,19628751,2618
19631251,19641251,10000,19636251,2619
19638751,19648751,10000,19643751,2620
19646251,19656251,10000,19651251,2621
19653751,19663751,10000,19658751,2622
19661251,19671251,10000,19666251,2623
19668751,19678751,10000,19673751,2624
19676251,19686251,10000,19681251,2625
19683751,19693751,10000,19688751,2626
19691251,19701251,10000,19696251,2627
19698751,19708751,10000,19703751,2628
19706251,19716251,10000,19711251,2629
19713751,19723751,10000,19718751,2630
19721251,19731251,10000,19726251,2631
19728751,19738751,10000,19733751,2632
19736251,19746251,10000,19741251,2633
19743751,19753751,10000,19748751,2634
19751251,19761251,10000,19756251,2635
19758751,19768751,10000,19763751,2636
19766251,19776251,10000,19771251,2637
19773751,19783751,10000,19778751,2638
19781251,19791251,10000,19786251,2639
19788751,19798751,10000,19793751,2640
19796251,19806251,10000,19801251,2641
19803751,19813751,10000,19808751,2642
19811251,19821251,10000,19816251,2643
19818751,19828751,10000,19823751,2644
19826251,19836251,10000,19831251,2645
19833751,19843751,10000,19838751,2646
19841251,19851251,10000,19846251,2647
19848751,19858751,10000,19853751,2648
19856251,19866251,10000,19861251,2649
19863751,19873751,10000,19868751,2650
19871251,19881251,10000,19876251,2651
19878751,19888751,10000,19883751,2652
19886251,19896251,10000,19891251,2653
19893751,19903751,10000,19898751,2654
19901251,19911251,10000,19906251,2655
19908751,19918751,10000,19913751,2656
19916251,19926251,10000,19921251,2657
19923751,19933751,10000,19928751,2658
19931251,19941251,10000,19936251,2659
19938751,19948751,10000,19943751,2660
19946251,19956251,10000,19951251,2661
19953751,19963751,10000,19958751,2662
19961251,19971251,10000,19966251,2663
19968751,19978751,10000,19973751,2664
19976251,19986251,10000,19981251,2665
19983751,19993751,10000,19988751,2666
19991251,20001251,10000,19996251,2667
19998751,20008751,10000,20003751,2668
20006251,20016251,10000,20011251,2669
20013751,20023751,10000,20018751,2670
20021251,20031251,10000,20026251,2671
20028751,20038751,10000,20033751,2672
20036251,20046251,10000,20041251,2673
20043751,20053751,10000,20048751,2674
20051251,20061251,10000,20056251,2675
20058751,20068751,10000,20063751,2676
20066251,20076251,10000,20071251,2677
20073751,20083751,10000,20078751,2678
20081251,20091251,10000,20086251,2679
20088751,20098751,10000,20093751,2680
20096251,20106251,10000,20101251,2681
20103751,20113751,10000,20108751,2682
20111251,20121251,10000,20116251,2683
20118751,20128751,10000,20123751,2684
20126251,20136251,10000,20131251,2685
20133751,20143751,10000,20138751,2686
20141251,20151251,10000,20146251,2687
20148751,20158751,10000,20153751,2688
20156251,20166251,10000,20161251,2689
20163751,20173751,10000,20168751,2690
20171251,20181251,10000,20176251,2691
20178751,20188751,10000,20183751,2692
20186251,20196251,10000,20191251,2693
20193751,20203751,10000,20198751,2694
20201251,20211251,10000,20206251,2695
20208751,20218751,10000,20213751,2696
20216251,20226251,10000,20221251,2697
20223751,20233751,10000,20228751,2698
20231251,20241251,10000,20236251,2699
20238751,20248751,10000,20243751,2700
20246251,20256251,10000,20251251,2701
20253751,20263751,10000,20258751,2702
20261251,20271251,10000,20266251,2703
20268751,20278751,10000,20273751,2704
20276251,20286251,10000,20281251,2705
20283751,20293751,10000,20288751,2706
20291251,20301251,10000,20296251,2707
20298751,20308751,10000,20303751,2708
20306251,20316251,10000,20311251,2709
20313751,20323751,10000,20318751,2710
20321251,20331251,10000,20326251,2711
20328751,20338751,10000,20333751,2712
20336251,20346251,10000,20341251,2713
20343751,20353751,10000,20348751,2714
20351251,20361251,10000,20356251,2715
20358751,20368751,10000,20363751,2716
20366251,20376251,10000,20371251,2717
20373751,20383751,10000,20378751,2718
20381251,20391251,10000,20386251,2719
20388751,20398751,10000,20393751,2720
20396251,20406251,10000,20401251,2721
20403751,20413751,10000,20408751,2722
20411251,20421251,10000,20416251,2723
20418751,20428751,10000,20423751,2724
20426251,20436251,10000,20431251,2725
20433751,20443751,10000,20438751,2726
20441251,20451251,10000,20446251,2727
20448751,20458751,10000,20453751,2728
20456251,20466251,10000,20461251,2729
20463751,20473751,10000,20468751,2730
20471251,20481251,10000,20476251,2731
20478751,20488751,10000,20483751,2732
20486251,20496251,10000,20491251,2733
20493751,20503751,10000,20498751,2734
20501251,20511251,10000,20506251,2735
20508751,20518751,10000,20513751,2736
20516251,20526251,10000,20521251,2737
20523751,20533751,10000,20528751,2738
20531251,20541251,10000,20536251,2739
20538751,20548751,10000,20543751,2740
20546251,20556251,10000,20551251,2741
20553751,20563751,10000,20558751,2742
20561251,20571251,10000,20566251,2743
20568751,20578751,10000,20573751,2744
20576251,20586251,10000,20581251,2745
20583751,20593751,10000,20588751,2746
20591251,20601251,10000,20596251,2747
20598751,20608751,10000,20603751,2748
20606251,20616251,10000,20611251,2749
20613751,20623751,10000,20618751,2750
20621251,20631251,10000,20626251,2751
20628751,20638751,10000,20633751,2752
20636251,20646251,10000,20641251,2753
20643751,20653751,10000,20648751,2754
20651251,20661251,10000,20656251,2755
20658751,20668751,10000,20663751,2756
20666251,20676251,10000,20671251,2757
20673751,20683751,10000,20678751,2758
20681251,20691251,10000,20686251,2759
20688751,20698751,10000,20693751,2760
20696251,20706251,10000,20701251,2761
20703751,20713751,10000,20708751,2762
20711251,20721251,10000,20716251,2763
20718751,20728751,10000,20723751,2764
20726251,20736251,10000,20731251,2765
20733751,20743751,10000,20738751,2766
20741251,20751251,10000,20746251,2767
20748751,20758751,10000,20753751,2768
20756251,20766251,10000,20761251,2769
20763751,20773751,10000,20768751,2770
20771251,20781251,10000,20776251,2771
20778751,20788751,10000,20783751,2772
20786251,20796251,10000,20791251,2773
20793751,20803751,10000,20798751,2774
20801251,20811251,10000,20806251,2775
20808751,20818751,10000,20813751,2776
20816251,20826251,10000,20821251,2777
20823751,20833751,10000,20828751,2778
20831251,20841251,10000,20836251,2779
20838751,20848751,10000,20843751,2780
20846251,20856251,10000,20851251,2781
20853751,20863751,10000,20858751,2782
20861251,20871251,10000,20866251,2783
20868751,20878751,10000,20873751,2784
20876251,20886251,10000,20881251,2785
20883751,20893751,10000,20888751,2786
20891251,20901251,10000,20896251,2787
20898751,20908751,10000,20903751,2788
20906251,20916251,10000,20911251,2789
20913751,20923751,10000,20918751,2790
20921251,20931251,10000,20926251,2791
20928751,20938751,10000,20933751,2792
20936251,20946251,10000,20941251,2793
20943751,20953751,10000,20948751,2794
20951251,20961251,10000,20956251,2795
20958751,20968751,10000,20963751,2796
20966251,20976251,10000,20971251,2797
20973751,20983751,10000,20978751,2798
20981251,20991251,10000,20986251,2799
20988751,20998751,10000,20993751,2800
20996251,21006251,10000,21001251,2801
21003751,21013751,10000,21008751,2802
21011251,21021251,10000,21016251,2803
21018751,21028751,10000,21023751,2804
21026251,21036251,10000,21031251,2805
21033751,21043751,10000,21038751,2806
21041251,21051251,10000,21046251,2807
21048751,21058751,10000,21053751,2808
21056251,21066251,10000,21061251,2809
21063751,21073751,10000,21068751,2810
21071251,21081251,10000,21076251,2811
21078751,21088751,10000,21083751,2812
21086251,21096251,10000,21091251,2813
21093751,21103751,10000,21098751,2814
21101251,21111251,10000,21106251,2815
21108751,21118751,10000,21113751,2816
21116251,21126251,10000,21121251,2817
21123751,21133751,10000,21128751,2818
21131251,21141251,10000,21136251,2819
21138751,21148751,10000,21143751,2820
21146251,21156251,10000,21151251,2821
21153751,21163751,10000,21158751,2822
21161251,21171251,10000,21166251,2823
21168751,21178751,10000,21173751,2824
21176251,21186251,10000,21181251,2825
21183751,21193751,10000,21188751,2826
21191251,21201251,10000,21196251,2827
21198751,21208751,10000,21203751,2828
21206251,21216251,10000,21211251,2829
21213751,21223751,10000,21218751,2830
21221251,21231251,10000,21226251,2831
21228751,21238751,10000,21233751,2832
21236251,21246251,10000,21241251,2833
21243751,21253751,10000,21248751,2834
21251251,21261251,10000,21256251,2835
21258751,21268751,10000,21263751,2836
21266251,21276251,10000,21271251,2837
21273751,21283751,10000,21278751,2838
21281251,21291251,10000,21286251,2839
21288751,21298751,10000,21293751,2840
21296251,21306251,10000,21301251,2841
21303751,21313751,10000,21308751,2842
21311251,21321251,10000,21316251,2843
21318751,21328751,10000,21323751,2844
21326251,21336251,10000,21331251,2845
21333751,21343751,10000,21338751,2846
21341251,21351251,10000,21346251,2847
21348751,21358751,10000,21353751,2848
21356251,21366251,10000,21361251,2849
21363751,21373751,10000,21368751,2850
21371251,21381251,10000,21376251,2851
21378751,21388751,10000,21383751,2852
21386251,21396251,10000,21391251,2853
21393751,21403751,10000,21398751,2854
21401251,21411251,10000,21406251,2855
21408751,21418751,10000,21413751,2856
21416251,21426251,10000,21421251,2857
21423751,21433751,10000,21428751,2858
21431251,21441251,10000,21436251,2859
21438751,21448751,10000,21443751,2860
21446251,21456251,10000,21451251,2861
21453751,21463751,10000,21458751,2862
21461251,21471251,10000,21466251,2863
21468751,21478751,10000,21473751,2864
21476251,21486251,10000,21481251,2865
21483751,21493751,10000,21488751,2866
21491251,21501251,10000,21496251,2867
21498751,21508751,10000,21503751,2868
21506251,21516251,10000,21511251,2869
21513751,21523751,10000,21518751,2870
21521251,21531251,10000,21526251,2871
21528751,21538751,10000,21533751,2872
21536251,21546251,10000,21541251,2873
21543751,21553751,10000,21548751,2874
21551251,21561251,10000,21556251,2875
21558751,21568751,10000,21563751,2876
21566251,21576251,10000,21571251,2877
21573751,21583751,10000,21578751,2878
21581251,21591251,10000,21586251,2879
21588751,21598751,10000,21593751,2880
21596251,21606251,10000,21601251,2881
21603751,21613751,10000,21608751,2882
21611251,21621251,10000,21616251,2883
21618751,21628751,10000,21623751,2884
21626251,21636251,10000,21631251,2885
21633751,21643751,10000,21638751,2886
21641251,21651251,10000,21646251,2887
21648751,21658751,10000,21653751,2888
21656251,21666251,10000,21661251,2889
21663751,21673751,10000,21668751,2890
21671251,21681251,10000,21676251,2891
21678751,21688751,10000,21683751,2892
21686251,21696251,10000,21691251,2893
21693751,21703751,10000,21698751,2894
21701251,21711251,10000,21706251,2895
21708751,21718751,10000,21713751,2896
21716251,21726251,10000,21721251,2897
21723751,21733751,10000,21728751,2898
21731251,21741251,10000,21736251,2899
21738751,21748751,10000,21743751,2900
21746251,21756251,10000,21751251,2901
21753751,21763751,10000,21758751,2902
21761251,21771251,10000,21766251,2903
21768751,21778751,10000,21773751,2904
21776251,21786251,10000,21781251,2905
21783751,21793751,10000,21788751,2906
21791251,21801251,10000,21796251,2907
21798751,21808751,10000,21803751,2908
21806251,21816251,10000,21811251,2909
21813751,21823751,10000,21818751,2910
21821251,21831251,10000,21826251,2911
21828751,21838751,10000,21833751,2912
21836251,21846251,10000,21841251,2913
21843751,21853751,10000,21848751,2914
21851251,21861251,10000,21856251,2915
21858751,21868751,10000,21863751,2916
21866251,21876251,10000,21871251,2917
21873751,21883751,10000,21878751,2918
21881251,21891251,10000,21886251,2919
21888751,21898751,10000,21893751,2920
21896251,21906251,10000,21901251,2921
21903751,21913751,10000,21908751,2922
21911251,21921251,10000,21916251,2923
21918751,21928751,10000,21923751,2924
21926251,21936251,10000,21931251,2925
21933751,21943751,10000,21938751,2926
21941251,21951251,10000,21946251,2927
21948751,21958751,10000,21953751,2928
21956251,21966251,10000,21961251,2929
21963751,21973751,10000,21968751,2930
21971251,21981251,10000,21976251,2931
21978751,21988751,10000,21983751,2932
21986251,21996251,10000,21991251,2933
21993751,22003751,10000,21998751,2934
22001251,22011251,10000,22006251,2935
22008751,22018751,10000,22013751,2936
22016251,22026251,10000,22021251,2937
22023751,22033751,10000,22028751,2938
22031251,22041251,10000,22036251,2939
22038751,22048751,10000,22043751,2940
22046251,22056251,10000,22051251,2941
22053751,22063751,10000,22058751,2942
22061251,22071251,10000,22066251,2943
22068751,22078751,10000,22073751,2944
22076251,22086251,10000,22081251,2945
22083751,22093751,10000,22088751,2946
22091251,22101251,10000,22096251,2947
22098751,22108751,10000,22103751,2948
22106251,22116251,10000,22111251,2949
22113751,22123751,10000,22118751,2950
22121251,22131251,10000,22126251,2951
22128751,22138751,10000,22133751,2952
22136251,22146251,10000,22141251,2953
22143751,22153751,10000,22148751,2954
22151251,22161251,10000,22156251,2955
22158751,22168751,10000,22163751,2956
22166251,22176251,10000,22171251,2957
22173751,22183751,10000,22178751,2958
22181251,22191251,10000,22186251,2959
22188751,22198751,10000,22193751,2960
22196251,22206251,10000,22201251,2961
22203751,22213751,10000,22208751,2962
22211251,22221251,10000,22216251,2963
22218751,22228751,10000,22223751,2964
22226251,22236251,10000,22231251,2965
22233751,22243751,10000,22238751,2966
22241251,22251251,10000,22246251,2967
22248751,22258751,10000,22253751,2968
22256251,22266251,10000,22261251,2969
22263751,22273751,10000,22268751,2970
22271251,22281251,10000,22276251,2971
22278751,22288751,10000,22283751,2972
22286251,22296251,10000,22291251,2973
22293751,22303751,10000,22298751,2974
22301251,22311251,10000,22306251,2975
22308751,22318751,10000,22313751,2976
22316251,22326251,10000,22321251,2977
22323751,22333751,10000,22328751,2978
22331251,22341251,10000,22336251,2979
22338751,22348751,10000,22343751,2980
22346251,22356251,10000,22351251,2981
22353751,22363751,10000,22358751,2982
22361251,22371251,10000,22366251,2983
22368751,22378751,10000,22373751,2984
22376251,22386251,10000,22381251,2985
22383751,22393751,10000,22388751,2986
22391251,22401251,10000,22396251,2987
22398751,22408751,10000,22403751,2988
22406251,22416251,10000,22411251,2989
22413751,22423751,10000,22418751,2990
22421251,22431251,10000,22426251,2991
22428751,22438751,10000,22433751,2992
22436251,22446251,10000,22441251,2993
22443751,22453751,10000,22448751,2994
22451251,22461251,10000,22456251,2995
22458751,22468751,10000,22463751,2996
22466251,22476251,10000,22471251,2997
22473751,22483751,10000,22478751,2998
22481251,22491251,10000,22486251,2999
22488751,22498751,10000,22493751,3000
22496251,22506251,10000,22501251,3001
22503751,22513751,10000,22508751,3002
22511251,22521251,10000,22516251,3003
22518751,22528751,10000,22523751,3004
22526251,22536251,10000,22531251,3005
22533751,22543751,10000,22538751,3006
22541251,22551251,10000,22546251,3007
22548751,22558751,10000,22553751,3008
22556251,22566251,10000,22561251,3009
22563751,22573751,10000,22568751,3010
22571251,22581251,10000,22576251,3011
22578751,22588751,10000,22583751,3012
22586251,22596251,10000,22591251,3013
22593751,22603751,10000,22598751,3014
22601251,22611251,10000,22606251,3015
22608751,22618751,10000,22613751,3016
22616251,22626251,10000,22621251,3017
22623751,22633751,10000,22628751,3018
22631251,22641251,10000,22636251,3019
22638751,22648751,10000,22643751,3020
22646251,22656251,10000,22651251,3021
22653751,22663751,10000,22658751,3022
22661251,22671251,10000,22666251,3023
22668751,22678751,10000,22673751,3024
22676251,22686251,10000,22681251,3025
22683751,22693751,10000,22688751,3026
22691251,22701251,10000,22696251,3027
22698751,22708751,10000,22703751,3028
22706251,22716251,10000,22711251,3029
22713751,22723751,10000,22718751,3030
22721251,22731251,10000,22726251,3031
22728751,22738751,10000,22733751,3032
22736251,22746251,10000,22741251,3033
22743751,22753751,10000,22748751,3034
22751251,22761251,10000,22756251,3035
22758751,22768751,10000,22763751,3036
22766251,22776251,10000,22771251,3037
22773751,22783751,10000,22778751,3038
22781251,22791251,10000,22786251,3039
22788751,22798751,10000,22793751,3040
22796251,22806251,10000,22801251,3041
22803751,22813751,10000,22808751,3042
22811251,22821251,10000,22816251,3043
22818751,22828751,10000,22823751,3044
22826251,22836251,10000,22831251,3045
22833751,22843751,10000,22838751,3046
22841251,22851251,10000,22846251,3047
22848751,22858751,10000,22853751,3048
22856251,22866251,10000,22861251,3049
22863751,22873751,10000,22868751,3050
22871251,22881251,10000,22876251,3051
22878751,22888751,10000,22883751,3052
22886251,22896251,10000,22891251,3053
22893751,22903751,10000,22898751,3054
22901251,22911251,10000,22906251,3055
22908751,22918751,10000,22913751,3056
22916251,22926251,10000,22921251,3057
22923751,22933751,10000,22928751,3058
22931251,22941251,10000,22936251,3059
22938751,22948751,10000,22943751,3060
22946251,22956251,10000,22951251,3061
22953751,22963751,10000,22958751,3062
22961251,22971251,10000,22966251,3063
22968751,22978751,10000,22973751,3064
22976251,22986251,10000,22981251,3065
22983751,22993751,10000,22988751,3066
22991251,23001251,10000,22996251,3067
22998751,23008751,10000,23003751,3068
23006251,23016251,10000,23011251,3069
23013751,23023751,10000,23018751,3070
23021251,23031251,10000,23026251,3071
23028751,23038751,10000,23033751,3072
23036251,23046251,10000,23041251,3073
23043751,23053751,10000,23048751,3074
23051251,23061251,10000,23056251,3075
23058751,23068751,10000,23063751,3076
23066251,23076251,10000,23071251,3077
23073751,23083751,10000,23078751,3078
23081251,23091251,10000,23086251,3079
23088751,23098751,10000,23093751,3080
23096251,23106251,10000,23101251,3081
23103751,23113751,10000,23108751,3082
23111251,23121251,10000,23116251,3083
23118751,23128751,10000,23123751,3084
23126251,23136251,10000,23131251,3085
23133751,23143751,10000,23138751,3086
23141251,23151251,10000,23146251,3087
23148751,23158751,10000,23153751,3088
23156251,23166251,10000,23161251,3089
23163751,23173751,10000,23168751,3090
23171251,23181251,10000,23176251,3091
23178751,23188751,10000,23183751,3092
23186251,23196251,10000,23191251,3093
23193751,23203751,10000,23198751,3094
23201251,23211251,10000,23206251,3095
23208751,23218751,10000,23213751,3096
23216251,23226251,10000,23221251,3097
23223751,23233751,10000,23228751,3098
23231251,23241251,10000,23236251,3099
23238751,23248751,10000,23243751,3100
23246251,23256251,10000,23251251,3101
23253751,23263751,10000,23258751,3102
23261251,23271251,10000,23266251,3103
23268751,23278751,10000,23273751,3104
23276251,23286251,10000,23281251,3105
23283751,23293751,10000,23288751,3106
23291251,23301251,10000,23296251,3107
23298751,23308751,10000,23303751,3108
23306251,23316251,10000,23311251,3109
23313751,23323751,10000,23318751,3110
23321251,23331251,10000,23326251,3111
23328751,23338751,10000,23333751,3112
23336251,23346251,10000,23341251,3113
23343751,23353751,10000,23348751,3114
23351251,23361251,10000,23356251,3115
23358751,23368751,10000,23363751,3116
23366251,23376251,10000,23371251,3117
23373751,23383751,10000,23378751,3118
23381251,23391251,10000,23386251,3119
23388751,23398751,10000,23393751,3120
23396251,23406251,10000,23401251,3121
23403751,23413751,10000,23408751,3122
23411251,23421251,10000,23416251,3123
23418751,23428751,10000,23423751,3124
23426251,23436251,10000,23431251,3125
23433751,23443751,10000,23438751,3126
23441251,23451251,10000,23446251,3127
23448751,23458751,10000,23453751,3128
23456251,23466251,10000,23461251,3129
23463751,23473751,10000,23468751,3130
23471251,23481251,10000,23476251,3131
23478751,23488751,10000,23483751,3132
23486251,23496251,10000,23491251,3133
23493751,23503751,10000,23498751,3134
23501251,23511251,10000,23506251,3135
23508751,23518751,10000,23513751,3136
23516251,23526251,10000,23521251,3137
23523751,23533751,10000,23528751,3138
23531251,23541251,10000,23536251,3139
23538751,23548751,10000,23543751,3140
23546251,23556251,10000,23551251,3141
23553751,23563751,10000,23558751,3142
23561251,23571251,10000,23566251,3143
23568751,23578751,10000,23573751,3144
23576251,23586251,10000,23581251,3145
23583751,23593751,10000,23588751,3146
23591251,23601251,10000,23596251,3147
23598751,23608751,10000,23603751,3148
23606251,23616251,10000,23611251,3149
23613751,23623751,10000,23618751,3150
23621251,23631251,10000,23626251,3151
23628751,23638751,10000,23633751,3152
23636251,23646251,10000,23641251,3153
23643751,23653751,10000,23648751,3154
23651251,23661251,10000,23656251,3155
23658751,23668751,10000,23663751,3156
23666251,23676251,10000,23671251,3157
23673751,23683751,10000,23678751,3158
23681251,23691251,10000,23686251,3159
23688751,23698751,10000,23693751,3160
23696251,23706251,10000,23701251,3161
23703751,23713751,10000,23708751,3162
23711251,23721251,10000,23716251,3163
23718751,23728751,10000,23723751,3164
23726251,23736251,10000,23731251,3165
23733751,23743751,10000,23738751,3166
23741251,23751251,10000,23746251,3167
23748751,23758751,10000,23753751,3168
23756251,23766251,10000,23761251,3169
23763751,23773751,10000,23768751,3170
23771251,23781251,10000,23776251,3171
23778751,23788751,10000,23783751,3172
23786251,23796251,10000,23791251,3173
23793751,23803751,10000,23798751,3174
23801251,23811251,10000,23806251,3175
23808751,23818751,10000,23813751,3176
23816251,23826251,10000,23821251,3177
23823751,23833751,10000,23828751,3178
23831251,23841251,10000,23836251,3179
23838751,23848751,10000,23843751,3180
23846251,23856251,10000,23851251,3181
23853751,23863751,10000,23858751,3182
23861251,23871251,10000,23866251,3183
23868751,23878751,10000,23873751,3184
23876251,23886251,10000,23881251,3185
23883751,23893751,10000,23888751,3186
23891251,23901251,10000,23896251,3187
23898751,23908751,10000,23903751,3188
23906251,23916251,10000,23911251,3189
23913751,23923751,10000,23918751,3190
23921251,23931251,10000,23926251,3191
